zip,type,city,state,county,country,irs_estimated_population
19086,STANDARD,Wallingford,PA,Delaware County,US,11700
19087,STANDARD,Wayne,PA,Chester County,US,30780
19088,UNIQUE,Wayne,PA,Delaware County,US,0
19089,UNIQUE,Wayne,PA,Delaware County,US,0
19090,STANDARD,Willow Grove,PA,Montgomery County,US,18510
19091,UNIQUE,Media,PA,Delaware County,US,0
19092,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19093,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19094,STANDARD,Woodlyn,PA,Delaware County,US,4090
19095,STANDARD,Wyncote,PA,Montgomery County,US,5790
19096,STANDARD,Wynnewood,PA,Montgomery County,US,14000
19098,UNIQUE,Holmes,PA,Delaware County,US,0
19099,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19101,PO BOX,Philadelphia,PA,Philadelphia County,US,2031
19102,STANDARD,Philadelphia,PA,Philadelphia County,US,4170
19103,STANDARD,Philadelphia,PA,Philadelphia County,US,17610
19104,STANDARD,Philadelphia,PA,Philadelphia County,US,23070
19105,PO BOX,Philadelphia,PA,Philadelphia County,US,746
19106,STANDARD,Philadelphia,PA,Philadelphia County,US,9600
19107,STANDARD,Philadelphia,PA,Philadelphia County,US,8890
19108,PO BOX,Philadelphia,PA,Philadelphia County,US,0
19109,STANDARD,Philadelphia,PA,Philadelphia County,US,140
19110,STANDARD,Philadelphia,PA,Philadelphia County,US,64
19111,STANDARD,Philadelphia,PA,Philadelphia County,US,54780
19112,STANDARD,Philadelphia,PA,Philadelphia County,US,119
19113,STANDARD,Philadelphia,PA,Delaware County,US,0
19114,STANDARD,Philadelphia,PA,Philadelphia County,US,27040
19115,STANDARD,Philadelphia,PA,Philadelphia County,US,30460
19116,STANDARD,Philadelphia,PA,Philadelphia County,US,29200
19118,STANDARD,Philadelphia,PA,Philadelphia County,US,7920
19119,STANDARD,Philadelphia,PA,Philadelphia County,US,22360
19120,STANDARD,Philadelphia,PA,Philadelphia County,US,53910
19121,STANDARD,Philadelphia,PA,Philadelphia County,US,23300
19122,STANDARD,Philadelphia,PA,Philadelphia County,US,13860
19123,STANDARD,Philadelphia,PA,Philadelphia County,US,12380
19124,STANDARD,Philadelphia,PA,Philadelphia County,US,54690
19125,STANDARD,Philadelphia,PA,Philadelphia County,US,19930
19126,STANDARD,Philadelphia,PA,Philadelphia County,US,12250
19127,STANDARD,Philadelphia,PA,Philadelphia County,US,4420
19128,STANDARD,Philadelphia,PA,Philadelphia County,US,30050
19129,STANDARD,Philadelphia,PA,Philadelphia County,US,8180
19130,STANDARD,Philadelphia,PA,Philadelphia County,US,21650
19131,STANDARD,Philadelphia,PA,Philadelphia County,US,29460
19132,STANDARD,Philadelphia,PA,Philadelphia County,US,25850
19133,STANDARD,Philadelphia,PA,Philadelphia County,US,17140
19134,STANDARD,Philadelphia,PA,Philadelphia County,US,42170
19135,STANDARD,Philadelphia,PA,Philadelphia County,US,27840
19136,STANDARD,Philadelphia,PA,Philadelphia County,US,28550
19137,STANDARD,Philadelphia,PA,Philadelphia County,US,7030
19138,STANDARD,Philadelphia,PA,Philadelphia County,US,25360
19139,STANDARD,Philadelphia,PA,Philadelphia County,US,31800
19140,STANDARD,Philadelphia,PA,Philadelphia County,US,38500
19141,STANDARD,Philadelphia,PA,Philadelphia County,US,22700
19142,STANDARD,Philadelphia,PA,Philadelphia County,US,24750
19143,STANDARD,Philadelphia,PA,Philadelphia County,US,50320
19144,STANDARD,Philadelphia,PA,Philadelphia County,US,30680
19145,STANDARD,Philadelphia,PA,Philadelphia County,US,38070
19146,STANDARD,Philadelphia,PA,Philadelphia County,US,32180
19147,STANDARD,Philadelphia,PA,Philadelphia County,US,31300
19148,STANDARD,Philadelphia,PA,Philadelphia County,US,41810
19149,STANDARD,Philadelphia,PA,Philadelphia County,US,46580
19150,STANDARD,Philadelphia,PA,Philadelphia County,US,19200
19151,STANDARD,Philadelphia,PA,Philadelphia County,US,25340
19152,STANDARD,Philadelphia,PA,Philadelphia County,US,28840
19153,STANDARD,Philadelphia,PA,Philadelphia County,US,10200
19154,STANDARD,Philadelphia,PA,Philadelphia County,US,30120
19155,PO BOX,Philadelphia,PA,Philadelphia County,US,29
19160,PO BOX,Philadelphia,PA,Philadelphia County,US,332
19161,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19162,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19170,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19171,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19172,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19173,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19175,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19176,PO BOX,Philadelphia,PA,Philadelphia County,US,0
19177,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19178,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19179,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19181,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19182,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19183,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19184,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19185,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19187,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19188,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19190,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19191,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19192,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19193,UNIQUE,Philadelphia,PA,Philadelphia County,US,15
19194,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19195,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19196,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19197,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19244,UNIQUE,Philadelphia,PA,Philadelphia County,US,0
19255,UNIQUE,Philadelphia,PA,Philadelphia County,US,143
19301,STANDARD,Paoli,PA,Chester County,US,7160
19310,STANDARD,Atglen,PA,Chester County,US,2830
19311,STANDARD,Avondale,PA,Chester County,US,9000
19312,STANDARD,Berwyn,PA,Chester County,US,11830
19316,PO BOX,Brandamore,PA,Chester County,US,358
19317,STANDARD,Chadds Ford,PA,Delaware County,US,10390
19318,PO BOX,Chatham,PA,Chester County,US,362
19319,STANDARD,Cheyney,PA,Delaware County,US,270
19320,STANDARD,Coatesville,PA,Chester County,US,48690
19330,STANDARD,Cochranville,PA,Chester County,US,5590
19331,PO BOX,Concordville,PA,Delaware County,US,179
19333,STANDARD,Devon,PA,Chester County,US,7190
19335,STANDARD,Downingtown,PA,Chester County,US,52240
19339,UNIQUE,Concordville,PA,Delaware County,US,0
19340,UNIQUE,Concordville,PA,Delaware County,US,0
19341,STANDARD,Exton,PA,Chester County,US,19610
19342,STANDARD,Glen Mills,PA,Delaware County,US,18800
19343,STANDARD,Glenmoore,PA,Chester County,US,8170
19344,STANDARD,Honey Brook,PA,Chester County,US,11930
19345,PO BOX,Immaculata,PA,Chester County,US,561
19346,PO BOX,Kelton,PA,Chester County,US,188
19347,PO BOX,Kemblesville,PA,Chester County,US,269
19348,STANDARD,Kennett Square,PA,Chester County,US,21970
19350,STANDARD,Landenberg,PA,Chester County,US,10700
19351,PO BOX,Lewisville,PA,Chester County,US,173
19352,STANDARD,Lincoln University,PA,Chester County,US,8730
19353,PO BOX,Lionville,PA,Chester County,US,66
19354,PO BOX,Lyndell,PA,Chester County,US,202
19355,STANDARD,Malvern,PA,Chester County,US,28910
19357,PO BOX,Mendenhall,PA,Chester County,US,222
19358,PO BOX,Modena,PA,Chester County,US,475
19360,PO BOX,New London,PA,Chester County,US,358
19362,STANDARD,Nottingham,PA,Chester County,US,5450
19363,STANDARD,Oxford,PA,Chester County,US,16610
19365,STANDARD,Parkesburg,PA,Chester County,US,7110
19366,PO BOX,Pocopson,PA,Chester County,US,103
19367,PO BOX,Pomeroy,PA,Chester County,US,399
19369,PO BOX,Sadsburyville,PA,Chester County,US,622
19371,PO BOX,Suplee,PA,Chester County,US,55
19372,STANDARD,Thorndale,PA,Chester County,US,2410
19373,STANDARD,Thornton,PA,Delaware County,US,2620
19374,STANDARD,Toughkenamon,PA,Chester County,US,1180
19375,PO BOX,Unionville,PA,Chester County,US,1073
19376,PO BOX,Wagontown,PA,Chester County,US,406
19380,STANDARD,West Chester,PA,Chester County,US,47190
19381,PO BOX,West Chester,PA,Chester County,US,388
19382,STANDARD,West Chester,PA,Chester County,US,46610
19383,UNIQUE,West Chester,PA,Chester County,US,55
19388,UNIQUE,West Chester,PA,Chester County,US,0
19390,STANDARD,West Grove,PA,Chester County,US,13370
19395,PO BOX,Westtown,PA,Chester County,US,358
19397,PO BOX,Southeastern,PA,Chester County,US,0
19398,PO BOX,Southeastern,PA,Chester County,US,0
19399,PO BOX,Southeastern,PA,Chester County,US,242
19401,STANDARD,Norristown,PA,Montgomery County,US,34510
19403,STANDARD,Norristown,PA,Montgomery County,US,41130
19404,PO BOX,Norristown,PA,Montgomery County,US,490
19405,STANDARD,Bridgeport,PA,Montgomery County,US,4770
19406,STANDARD,King Of Prussia,PA,Montgomery County,US,25570
19407,PO BOX,Audubon,PA,Montgomery County,US,54
19408,PO BOX,Eagleville,PA,Montgomery County,US,152
19409,PO BOX,Fairview Village,PA,Montgomery County,US,111
19415,UNIQUE,Eagleville,PA,Montgomery County,US,0
19420,PO BOX,Arcola,PA,Montgomery County,US,0
19421,PO BOX,Birchrunville,PA,Chester County,US,525
19422,STANDARD,Blue Bell,PA,Montgomery County,US,19720
19423,PO BOX,Cedars,PA,Montgomery County,US,187
19424,UNIQUE,Blue Bell,PA,Montgomery County,US,0
19425,STANDARD,Chester Springs,PA,Chester County,US,16650
19426,STANDARD,Collegeville,PA,Montgomery County,US,37590
19428,STANDARD,Conshohocken,PA,Montgomery County,US,16610
19429,UNIQUE,Conshohocken,PA,Montgomery County,US,0
19430,PO BOX,Creamery,PA,Montgomery County,US,262
19432,PO BOX,Devault,PA,Chester County,US,91
19435,STANDARD,Frederick,PA,Montgomery County,US,260
19436,STANDARD,Gwynedd,PA,Montgomery County,US,460
19437,PO BOX,Gwynedd Valley,PA,Montgomery County,US,1526
19438,STANDARD,Harleysville,PA,Montgomery County,US,23470
19440,STANDARD,Hatfield,PA,Montgomery County,US,18060
19441,UNIQUE,Harleysville,PA,Montgomery County,US,0
19442,PO BOX,Kimberton,PA,Chester County,US,1258
19443,PO BOX,Kulpsville,PA,Montgomery County,US,187
19444,STANDARD,Lafayette Hill,PA,Montgomery County,US,10520
19446,STANDARD,Lansdale,PA,Montgomery County,US,54090
19450,PO BOX,Lederach,PA,Montgomery County,US,435
19451,PO BOX,Mainland,PA,Montgomery County,US,62
19453,STANDARD,Mont Clare,PA,Montgomery County,US,1160
19454,STANDARD,North Wales,PA,Montgomery County,US,27020
19455,UNIQUE,North Wales,PA,Montgomery County,US,0
19456,PO BOX,Oaks,PA,Montgomery County,US,827
19457,PO BOX,Parker Ford,PA,Chester County,US,459
19460,STANDARD,Phoenixville,PA,Chester County,US,38930
19462,STANDARD,Plymouth Meeting,PA,Montgomery County,US,15510
19464,STANDARD,Pottstown,PA,Montgomery County,US,44310
19465,STANDARD,Pottstown,PA,Chester County,US,17000
19468,STANDARD,Royersford,PA,Montgomery County,US,26750
19470,PO BOX,Saint Peters,PA,Chester County,US,391
19472,PO BOX,Sassamansville,PA,Montgomery County,US,271
19473,STANDARD,Schwenksville,PA,Montgomery County,US,15160
19474,PO BOX,Skippack,PA,Montgomery County,US,1295
19475,STANDARD,Spring City,PA,Chester County,US,10660
19477,STANDARD,Spring House,PA,Montgomery County,US,260
19478,PO BOX,Spring Mount,PA,Montgomery County,US,345
19480,PO BOX,Uwchland,PA,Chester County,US,150
19481,PO BOX,Valley Forge,PA,Montgomery County,US,707
19482,PO BOX,Valley Forge,PA,Montgomery County,US,161
19483,UNIQUE,Valley Forge,PA,Montgomery County,US,0
19484,PO BOX,Valley Forge,PA,Montgomery County,US,0
19485,PO BOX,Valley Forge,PA,Montgomery County,US,0
19486,PO BOX,West Point,PA,Montgomery County,US,287
19487,UNIQUE,King Of Prussia,PA,Montgomery County,US,0
19488,UNIQUE,Norristown,PA,Montgomery County,US,0
19489,UNIQUE,Norristown,PA,Montgomery County,US,0
19490,PO BOX,Worcester,PA,Montgomery County,US,854
19492,STANDARD,Zieglerville,PA,Montgomery County,US,760
19493,UNIQUE,Valley Forge,PA,Montgomery County,US,0
19494,UNIQUE,Valley Forge,PA,Montgomery County,US,0
19495,UNIQUE,Valley Forge,PA,Montgomery County,US,0
19496,UNIQUE,Valley Forge,PA,Montgomery County,US,0
19501,PO BOX,Adamstown,PA,Lancaster County,US,1224
19503,STANDARD,Bally,PA,Berks County,US,1240
19504,STANDARD,Barto,PA,Berks County,US,5040
19505,STANDARD,Bechtelsville,PA,Berks County,US,3330
19506,STANDARD,Bernville,PA,Berks County,US,7250
19507,STANDARD,Bethel,PA,Berks County,US,3310
19508,STANDARD,Birdsboro,PA,Berks County,US,14570
19510,STANDARD,Blandon,PA,Berks County,US,7590
19511,PO BOX,Bowers,PA,Berks County,US,299
19512,STANDARD,Boyertown,PA,Berks County,US,15460
19516,PO BOX,Centerport,PA,Berks County,US,252
19518,STANDARD,Douglassville,PA,Berks County,US,15700
19519,PO BOX,Earlville,PA,Berks County,US,271
19520,STANDARD,Elverson,PA,Chester County,US,5670
19522,STANDARD,Fleetwood,PA,Berks County,US,13630
19523,PO BOX,Geigertown,PA,Berks County,US,314
19525,STANDARD,Gilbertsville,PA,Montgomery County,US,16550
19526,STANDARD,Hamburg,PA,Berks County,US,10260
19529,STANDARD,Kempton,PA,Berks County,US,2790
19530,STANDARD,Kutztown,PA,Berks County,US,10040
19533,STANDARD,Leesport,PA,Berks County,US,6290
19534,STANDARD,Lenhartsville,PA,Berks County,US,1850
19535,PO BOX,Limekiln,PA,Berks County,US,178
19536,PO BOX,Lyon Station,PA,Berks County,US,518
19538,PO BOX,Maxatawny,PA,Berks County,US,138
19539,STANDARD,Mertztown,PA,Berks County,US,4260
19540,STANDARD,Mohnton,PA,Berks County,US,11430
19541,STANDARD,Mohrsville,PA,Berks County,US,4270
19542,PO BOX,Monocacy Station,PA,Berks County,US,139
19543,STANDARD,Morgantown,PA,Berks County,US,6160
19544,PO BOX,Mount Aetna,PA,Berks County,US,297
19545,PO BOX,New Berlinville,PA,Berks County,US,613
19547,STANDARD,Oley,PA,Berks County,US,4350
19548,PO BOX,Pine Forge,PA,Berks County,US,157
19549,PO BOX,Port Clinton,PA,Schuylkill County,US,295
19550,PO BOX,Rehrersburg,PA,Berks County,US,559
19551,STANDARD,Robesonia,PA,Berks County,US,4900
19554,PO BOX,Shartlesville,PA,Berks County,US,612
19555,STANDARD,Shoemakersville,PA,Berks County,US,3380
19559,PO BOX,Strausstown,PA,Berks County,US,473
19560,STANDARD,Temple,PA,Berks County,US,8680
19562,STANDARD,Topton,PA,Berks County,US,2150
19564,PO BOX,Virginville,PA,Berks County,US,210
19565,STANDARD,Wernersville,PA,Berks County,US,8080
19567,STANDARD,Womelsdorf,PA,Berks County,US,5150
19601,STANDARD,Reading,PA,Berks County,US,28410
19602,STANDARD,Reading,PA,Berks County,US,15050
19603,PO BOX,Reading,PA,Berks County,US,1051
19604,STANDARD,Reading,PA,Berks County,US,24740
19605,STANDARD,Reading,PA,Berks County,US,19940
19606,STANDARD,Reading,PA,Berks County,US,32440
19607,STANDARD,Reading,PA,Berks County,US,20300
19608,STANDARD,Reading,PA,Berks County,US,23590
19609,STANDARD,Reading,PA,Berks County,US,10080
19610,STANDARD,Reading,PA,Berks County,US,14980
19611,STANDARD,Reading,PA,Berks County,US,8840
19612,PO BOX,Reading,PA,Berks County,US,1181
19640,UNIQUE,Reading,PA,Berks County,US,0
19701,STANDARD,Bear,DE,New Castle County,US,40780
19702,STANDARD,Newark,DE,New Castle County,US,50470
19703,STANDARD,Claymont,DE,New Castle County,US,14140
19706,PO BOX,Delaware City,DE,New Castle County,US,1850
19707,STANDARD,Hockessin,DE,New Castle County,US,16490
19708,PO BOX,Kirkwood,DE,New Castle County,US,104
19709,STANDARD,Middletown,DE,New Castle County,US,49350
19710,PO BOX,Montchanin,DE,New Castle County,US,450
19711,STANDARD,Newark,DE,New Castle County,US,38720
19712,UNIQUE,Newark,DE,New Castle County,US,21
19713,STANDARD,Newark,DE,New Castle County,US,28130
19714,PO BOX,Newark,DE,New Castle County,US,1499
19715,PO BOX,Newark,DE,New Castle County,US,120
19716,STANDARD,Newark,DE,New Castle County,US,46
19717,STANDARD,Newark,DE,New Castle County,US,30
19718,UNIQUE,Newark,DE,New Castle County,US,0
19720,STANDARD,New Castle,DE,New Castle County,US,53510
19721,UNIQUE,New Castle,DE,New Castle County,US,88
19725,UNIQUE,Newark,DE,New Castle County,US,0
19726,UNIQUE,New Castle,DE,New Castle County,US,0
19730,PO BOX,Odessa,DE,New Castle County,US,642
19731,PO BOX,Port Penn,DE,New Castle County,US,251
19732,PO BOX,Rockland,DE,New Castle County,US,208
19733,PO BOX,Saint Georges,DE,New Castle County,US,420
19734,STANDARD,Townsend,DE,New Castle County,US,13300
19735,STANDARD,Winterthur,DE,New Castle County,US,17
19736,STANDARD,Yorklyn,DE,New Castle County,US,190
19801,STANDARD,Wilmington,DE,New Castle County,US,11910
19802,STANDARD,Wilmington,DE,New Castle County,US,20340
19803,STANDARD,Wilmington,DE,New Castle County,US,20760
19804,STANDARD,Wilmington,DE,New Castle County,US,17210
19805,STANDARD,Wilmington,DE,New Castle County,US,34170
19806,STANDARD,Wilmington,DE,New Castle County,US,7700
19807,STANDARD,Wilmington,DE,New Castle County,US,8060
19808,STANDARD,Wilmington,DE,New Castle County,US,36270
19809,STANDARD,Wilmington,DE,New Castle County,US,12970
19810,STANDARD,Wilmington,DE,New Castle County,US,23580
19850,PO BOX,Wilmington,DE,New Castle County,US,615
19880,PO BOX,Wilmington,DE,New Castle County,US,0
19884,UNIQUE,Wilmington,DE,New Castle County,US,0
19885,UNIQUE,Wilmington,DE,New Castle County,US,0
19886,UNIQUE,Wilmington,DE,New Castle County,US,0
19887,UNIQUE,Wilmington,DE,New Castle County,US,0
19889,UNIQUE,Wilmington,DE,New Castle County,US,0
19890,UNIQUE,Wilmington,DE,New Castle County,US,270
19891,UNIQUE,Wilmington,DE,New Castle County,US,0
19892,UNIQUE,Wilmington,DE,New Castle County,US,0
19893,UNIQUE,Wilmington,DE,New Castle County,US,0
19894,UNIQUE,Wilmington,DE,New Castle County,US,0
19895,UNIQUE,Wilmington,DE,New Castle County,US,0
19896,UNIQUE,Wilmington,DE,New Castle County,US,0
19897,UNIQUE,Wilmington,DE,New Castle County,US,0
19898,UNIQUE,Wilmington,DE,New Castle County,US,633
19899,PO BOX,Wilmington,DE,New Castle County,US,1007
19901,STANDARD,Dover,DE,Kent County,US,29740
19902,STANDARD,Dover AFB,DE,Kent County,US,572
19903,PO BOX,Dover,DE,Kent County,US,927
19904,STANDARD,Dover,DE,Kent County,US,32060
19905,PO BOX,Dover,DE,Kent County,US,0
19906,STANDARD,Dover,DE,Kent County,US,0
19930,STANDARD,Bethany Beach,DE,Sussex County,US,2550
19931,STANDARD,Bethel,DE,Sussex County,US,300
19933,STANDARD,Bridgeville,DE,Sussex County,US,9490
19934,STANDARD,Camden Wyoming,DE,Kent County,US,13500
19936,PO BOX,Cheswold,DE,Kent County,US,456
19938,STANDARD,Clayton,DE,Kent County,US,9650
19939,STANDARD,Dagsboro,DE,Sussex County,US,6810
19940,STANDARD,Delmar,DE,Sussex County,US,6090
19941,STANDARD,Ellendale,DE,Sussex County,US,2700
19943,STANDARD,Felton,DE,Kent County,US,12050
19944,STANDARD,Fenwick Island,DE,Sussex County,US,450
19945,STANDARD,Frankford,DE,Sussex County,US,8160
19946,STANDARD,Frederica,DE,Kent County,US,4470
19947,STANDARD,Georgetown,DE,Sussex County,US,17820
19950,STANDARD,Greenwood,DE,Sussex County,US,6580
19951,STANDARD,Harbeson,DE,Sussex County,US,1960
19952,STANDARD,Harrington,DE,Kent County,US,9660
19953,STANDARD,Hartly,DE,Kent County,US,4200
19954,STANDARD,Houston,DE,Kent County,US,1460
19955,PO BOX,Kenton,DE,Kent County,US,400
19956,STANDARD,Laurel,DE,Sussex County,US,15180
19958,STANDARD,Lewes,DE,Sussex County,US,27970
19960,STANDARD,Lincoln,DE,Sussex County,US,6500
19961,PO BOX,Little Creek,DE,Kent County,US,112
19962,STANDARD,Magnolia,DE,Kent County,US,13240
19963,STANDARD,Milford,DE,Sussex County,US,19330
19964,STANDARD,Marydel,DE,Kent County,US,1170
19966,STANDARD,Millsboro,DE,Sussex County,US,30640
19967,STANDARD,Millville,DE,Sussex County,US,1900
19968,STANDARD,Milton,DE,Sussex County,US,13820
19969,PO BOX,Nassau,DE,Sussex County,US,323
19970,STANDARD,Ocean View,DE,Sussex County,US,8420
19971,STANDARD,Rehoboth Beach,DE,Sussex County,US,13460
19973,STANDARD,Seaford,DE,Sussex County,US,23020
19975,STANDARD,Selbyville,DE,Sussex County,US,9790
19977,STANDARD,Smyrna,DE,Kent County,US,24270
19979,STANDARD,Viola,DE,Kent County,US,710
19980,PO BOX,Woodside,DE,Kent County,US,325
20001,STANDARD,Washington,DC,District of Columbia,US,33910
20002,STANDARD,Washington,DC,District of Columbia,US,53730
20003,STANDARD,Washington,DC,District of Columbia,US,29800
20004,STANDARD,Washington,DC,District of Columbia,US,1170
20005,STANDARD,Washington,DC,District of Columbia,US,8310
20006,STANDARD,Washington,DC,District of Columbia,US,510
20007,STANDARD,Washington,DC,District of Columbia,US,17990
20008,STANDARD,Washington,DC,District of Columbia,US,22990
20009,STANDARD,Washington,DC,District of Columbia,US,38920
20010,STANDARD,Washington,DC,District of Columbia,US,26100
20011,STANDARD,Washington,DC,District of Columbia,US,61640
20012,STANDARD,Washington,DC,District of Columbia,US,14150
20013,PO BOX,Washington,DC,District of Columbia,US,868
20015,STANDARD,Washington,DC,District of Columbia,US,15060
20016,STANDARD,Washington,DC,District of Columbia,US,23860
20017,STANDARD,Washington,DC,District of Columbia,US,16280
20018,STANDARD,Washington,DC,District of Columbia,US,17120
20019,STANDARD,Washington,DC,District of Columbia,US,48680
20020,STANDARD,Washington,DC,District of Columbia,US,41430
20022,PO BOX,Washington,DC,District of Columbia,US,0
20023,PO BOX,Washington,DC,District of Columbia,US,0
20024,STANDARD,Washington,DC,District of Columbia,US,12100
20026,PO BOX,Washington,DC,District of Columbia,US,308
20027,PO BOX,Washington,DC,District of Columbia,US,104
20029,PO BOX,Washington,DC,District of Columbia,US,511
20030,PO BOX,Washington,DC,District of Columbia,US,559
20032,STANDARD,Washington,DC,District of Columbia,US,29560
20033,PO BOX,Washington,DC,District of Columbia,US,80
20035,PO BOX,Washington,DC,District of Columbia,US,126
20036,STANDARD,Washington,DC,District of Columbia,US,3810
20037,STANDARD,Washington,DC,District of Columbia,US,5840
20038,PO BOX,Washington,DC,District of Columbia,US,261
20039,PO BOX,Washington,DC,District of Columbia,US,166
20040,PO BOX,Washington,DC,District of Columbia,US,212
20041,PO BOX,Washington,DC,District of Columbia,US,75
20042,UNIQUE,Washington,DC,District of Columbia,US,0
20043,PO BOX,Washington,DC,District of Columbia,US,86
20044,PO BOX,Washington,DC,District of Columbia,US,335
20045,STANDARD,Washington,DC,District of Columbia,US,32
20046,UNIQUE,Washington,DC,District of Columbia,US,0
20047,UNIQUE,Washington,DC,District of Columbia,US,0
20049,UNIQUE,Washington,DC,District of Columbia,US,0
20050,PO BOX,Washington,DC,District of Columbia,US,0
20051,UNIQUE,Washington,DC,District of Columbia,US,0
20052,UNIQUE,Washington,DC,District of Columbia,US,124
20053,UNIQUE,Washington,DC,District of Columbia,US,0
20055,UNIQUE,Washington,DC,District of Columbia,US,0
20056,PO BOX,Washington,DC,District of Columbia,US,147
20057,UNIQUE,Washington,DC,District of Columbia,US,799
20058,UNIQUE,Washington,DC,District of Columbia,US,0
20059,UNIQUE,Washington,DC,District of Columbia,US,99
20060,UNIQUE,Washington,DC,District of Columbia,US,0
20061,UNIQUE,Washington,DC,District of Columbia,US,0
20062,UNIQUE,Washington,DC,District of Columbia,US,0
20063,UNIQUE,Washington,DC,District of Columbia,US,0
20064,UNIQUE,Washington,DC,District of Columbia,US,33
20065,UNIQUE,Washington,DC,District of Columbia,US,0
20066,UNIQUE,Washington,DC,District of Columbia,US,0
20067,UNIQUE,Washington,DC,District of Columbia,US,0
20068,UNIQUE,Washington,DC,District of Columbia,US,0
20069,UNIQUE,Washington,DC,District of Columbia,US,0
20070,UNIQUE,Washington,DC,District of Columbia,US,0
20071,UNIQUE,Washington,DC,District of Columbia,US,28
20073,UNIQUE,Washington,DC,District of Columbia,US,0
20074,UNIQUE,Washington,DC,District of Columbia,US,0
20075,UNIQUE,Washington,DC,District of Columbia,US,0
20076,UNIQUE,Washington,DC,District of Columbia,US,0
20077,UNIQUE,Washington,DC,District of Columbia,US,0
20078,UNIQUE,Washington,DC,District of Columbia,US,0
20080,UNIQUE,Washington,DC,District of Columbia,US,0
20081,UNIQUE,Washington,DC,District of Columbia,US,0
20082,UNIQUE,Washington,DC,District of Columbia,US,0
20088,PO BOX,Washington,DC,District of Columbia,US,0
20090,PO BOX,Washington,DC,District of Columbia,US,394
20091,PO BOX,Washington,DC,District of Columbia,US,125
20097,UNIQUE,Washington,DC,District of Columbia,US,0
20098,UNIQUE,Washington,DC,District of Columbia,US,0
20101,UNIQUE,Dulles,VA,Loudoun County,US,87
20102,UNIQUE,Dulles,VA,Loudoun County,US,0
20103,UNIQUE,Dulles,VA,Loudoun County,US,0
20104,UNIQUE,Dulles,VA,Loudoun County,US,0
20105,STANDARD,Aldie,VA,Loudoun County,US,36450
20106,STANDARD,Amissville,VA,Culpeper County,US,4740
20107,STANDARD,Arcola,VA,Loudoun County,US,31
20108,PO BOX,Manassas,VA,Manassas City,US,1684
20109,STANDARD,Manassas,VA,Prince William County,US,40680
20110,STANDARD,Manassas,VA,Manassas city,US,46640
20111,STANDARD,Manassas,VA,Prince William County,US,37870
20112,STANDARD,Manassas,VA,Prince William County,US,29550
20113,PO BOX,Manassas,VA,Manassas City,US,188
20115,STANDARD,Marshall,VA,Fauquier County,US,5780
20116,PO BOX,Marshall,VA,Fauquier County,US,902
20117,STANDARD,Middleburg,VA,Loudoun County,US,1750
20118,PO BOX,Middleburg,VA,Loudoun County,US,2122
20119,STANDARD,Catlett,VA,Fauquier County,US,3900
20120,STANDARD,Centreville,VA,Fairfax County,US,40880
20121,STANDARD,Centreville,VA,Fairfax County,US,26640
20122,PO BOX,Centreville,VA,Fairfax County,US,621
20124,STANDARD,Clifton,VA,Fairfax County,US,14950
20128,PO BOX,Orlean,VA,Fauquier County,US,255
20129,STANDARD,Paeonian Springs,VA,Loudoun County,US,620
20130,STANDARD,Paris,VA,Clarke County,US,280
20131,PO BOX,Philomont,VA,Loudoun County,US,375
20132,STANDARD,Purcellville,VA,Loudoun County,US,17440
20134,PO BOX,Purcellville,VA,Loudoun County,US,959
20135,STANDARD,Bluemont,VA,Clarke County,US,2570
20136,STANDARD,Bristow,VA,Prince William County,US,31110
20137,STANDARD,Broad Run,VA,Fauquier County,US,1950
20138,PO BOX,Calverton,VA,Fauquier County,US,289
20139,PO BOX,Casanova,VA,Fauquier County,US,326
20140,PO BOX,Rectortown,VA,Fauquier County,US,98
20141,STANDARD,Round Hill,VA,Loudoun County,US,8240
20142,PO BOX,Round Hill,VA,Loudoun County,US,667
20143,STANDARD,Catharpin,VA,Prince William County,US,1190
